"Census Tract","State","FIPS Code","Formatted FIPS","Opportunity Area Status, 2018."
"17043840202","IL","17043840202","=""17043840202""","N/A"
"17043840303","IL","17043840303","=""17043840303""","N/A"
"17043840304","IL","17043840304","=""17043840304""","N/A"
"17043840600","IL","17043840600","=""17043840600""","N/A"
"17043840703","IL","17043840703","=""17043840703""","N/A"
"17043840704","IL","17043840704","=""17043840704""","N/A"
"17043840705","IL","17043840705","=""17043840705""","N/A"
"17043840706","IL","17043840706","=""17043840706""","N/A"
"17043840801","IL","17043840801","=""17043840801""","N/A"
"17043840802","IL","17043840802","=""17043840802""","N/A"
"17043840901","IL","17043840901","=""17043840901""","N/A"
"17043840904","IL","17043840904","=""17043840904""","N/A"
"17043840906","IL","17043840906","=""17043840906""","N/A"
"17043840907","IL","17043840907","=""17043840907""","N/A"
"17043840908","IL","17043840908","=""17043840908""","N/A"
"17043840910","IL","17043840910","=""17043840910""","N/A"
"17043840911","IL","17043840911","=""17043840911""","N/A"
"17043841002","IL","17043841002","=""17043841002""","N/A"
"17043841003","IL","17043841003","=""17043841003""","N/A"
"17043841004","IL","17043841004","=""17043841004""","N/A"
"17043841102","IL","17043841102","=""17043841102""","N/A"
"17043841103","IL","17043841103","=""17043841103""","N/A"
"17043841104","IL","17043841104","=""17043841104""","N/A"
"17043841108","IL","17043841108","=""17043841108""","N/A"
"17043841109","IL","17043841109","=""17043841109""","N/A"
"17043841110","IL","17043841110","=""17043841110""","N/A"
"17043841111","IL","17043841111","=""17043841111""","N/A"
"17043841112","IL","17043841112","=""17043841112""","N/A"
"17043841113","IL","17043841113","=""17043841113""","N/A"
"17043841114","IL","17043841114","=""17043841114""","N/A"
"17043841204","IL","17043841204","=""17043841204""","N/A"
"17043841205","IL","17043841205","=""17043841205""","N/A"
"17043841206","IL","17043841206","=""17043841206""","N/A"
"17043841207","IL","17043841207","=""17043841207""","N/A"
"17043841208","IL","17043841208","=""17043841208""","N/A"
"17043841209","IL","17043841209","=""17043841209""","N/A"
"17043841210","IL","17043841210","=""17043841210""","N/A"
"17043841307","IL","17043841307","=""17043841307""","N/A"
"17043841308","IL","17043841308","=""17043841308""","N/A"
"17043841310","IL","17043841310","=""17043841310""","N/A"
"17043841312","IL","17043841312","=""17043841312""","N/A"
"17043841313","IL","17043841313","=""17043841313""","N/A"
"17043841314","IL","17043841314","=""17043841314""","N/A"
"17043841315","IL","17043841315","=""17043841315""","N/A"
"17043841316","IL","17043841316","=""17043841316""","N/A"
"17043841318","IL","17043841318","=""17043841318""","N/A"
"17043841320","IL","17043841320","=""17043841320""","N/A"
"17043841321","IL","17043841321","=""17043841321""","N/A"
"17043841322","IL","17043841322","=""17043841322""","N/A"
"17043841323","IL","17043841323","=""17043841323""","N/A"
"17043841324","IL","17043841324","=""17043841324""","N/A"
"17043841325","IL","17043841325","=""17043841325""","N/A"
"17043841326","IL","17043841326","=""17043841326""","N/A"
"17043841327","IL","17043841327","=""17043841327""","N/A"
"17043841401","IL","17043841401","=""17043841401""","N/A"
"17043841403","IL","17043841403","=""17043841403""","N/A"
"17043841404","IL","17043841404","=""17043841404""","N/A"
"17043841501","IL","17043841501","=""17043841501""","N/A"
"17043841503","IL","17043841503","=""17043841503""","N/A"
"17043841504","IL","17043841504","=""17043841504""","N/A"
"17043841603","IL","17043841603","=""17043841603""","N/A"
"17043841604","IL","17043841604","=""17043841604""","2017 Opportunity Area"
"17043841605","IL","17043841605","=""17043841605""","N/A"
"17043841606","IL","17043841606","=""17043841606""","N/A"
"17043841607","IL","17043841607","=""17043841607""","N/A"
"17043841703","IL","17043841703","=""17043841703""","N/A"
"17043841704","IL","17043841704","=""17043841704""","N/A"
"17043841705","IL","17043841705","=""17043841705""","N/A"
"17043841706","IL","17043841706","=""17043841706""","N/A"
"17043841801","IL","17043841801","=""17043841801""","2017 Opportunity Area"
"17043841802","IL","17043841802","=""17043841802""","2017 Opportunity Area"
"17043841901","IL","17043841901","=""17043841901""","2017 Opportunity Area"
"17043841902","IL","17043841902","=""17043841902""","2015 Opportunity Area"
"17043842000","IL","17043842000","=""17043842000""","N/A"
"17043842100","IL","17043842100","=""17043842100""","N/A"
"17043842200","IL","17043842200","=""17043842200""","N/A"
"17043842300","IL","17043842300","=""17043842300""","N/A"
"17043842400","IL","17043842400","=""17043842400""","Not an Opportunity Area"
"17043842500","IL","17043842500","=""17043842500""","Not an Opportunity Area"
"17043842601","IL","17043842601","=""17043842601""","Not an Opportunity Area"
"17043842602","IL","17043842602","=""17043842602""","Not an Opportunity Area"
"17043842603","IL","17043842603","=""17043842603""","2018 Opportunity Area"
"17043842604","IL","17043842604","=""17043842604""","Not an Opportunity Area"
"17043842605","IL","17043842605","=""17043842605""","2017 Opportunity Area"
"17043842702","IL","17043842702","=""17043842702""","2017 Opportunity Area"
"17043842703","IL","17043842703","=""17043842703""","2016 Opportunity Area"
"17043842704","IL","17043842704","=""17043842704""","N/A"
"17043842706","IL","17043842706","=""17043842706""","N/A"
"17043842708","IL","17043842708","=""17043842708""","N/A"
"17043842709","IL","17043842709","=""17043842709""","N/A"
"17043842710","IL","17043842710","=""17043842710""","N/A"
"17043842711","IL","17043842711","=""17043842711""","2016 Opportunity Area"
"17043842800","IL","17043842800","=""17043842800""","N/A"
"17043842900","IL","17043842900","=""17043842900""","N/A"
"17043843000","IL","17043843000","=""17043843000""","N/A"
"17043843100","IL","17043843100","=""17043843100""","N/A"
"17043843200","IL","17043843200","=""17043843200""","N/A"
"17043843301","IL","17043843301","=""17043843301""","N/A"
"17043843302","IL","17043843302","=""17043843302""","N/A"
"17043843400","IL","17043843400","=""17043843400""","N/A"
"17043843500","IL","17043843500","=""17043843500""","N/A"
"17043843601","IL","17043843601","=""17043843601""","N/A"
"17043843602","IL","17043843602","=""17043843602""","N/A"
"17043843700","IL","17043843700","=""17043843700""","N/A"
"17043843800","IL","17043843800","=""17043843800""","N/A"
"17043843900","IL","17043843900","=""17043843900""","N/A"
"17043844001","IL","17043844001","=""17043844001""","N/A"
"17043844002","IL","17043844002","=""17043844002""","N/A"
"17043844100","IL","17043844100","=""17043844100""","N/A"
"17043844201","IL","17043844201","=""17043844201""","N/A"
"17043844202","IL","17043844202","=""17043844202""","N/A"
"17043844301","IL","17043844301","=""17043844301""","N/A"
"17043844304","IL","17043844304","=""17043844304""","N/A"
"17043844305","IL","17043844305","=""17043844305""","N/A"
"17043844306","IL","17043844306","=""17043844306""","N/A"
"17043844307","IL","17043844307","=""17043844307""","N/A"
"17043844401","IL","17043844401","=""17043844401""","N/A"
"17043844402","IL","17043844402","=""17043844402""","N/A"
"17043844501","IL","17043844501","=""17043844501""","N/A"
"17043844502","IL","17043844502","=""17043844502""","N/A"
"17043844601","IL","17043844601","=""17043844601""","N/A"
"17043844602","IL","17043844602","=""17043844602""","N/A"
"17043844701","IL","17043844701","=""17043844701""","N/A"
"17043844702","IL","17043844702","=""17043844702""","N/A"
"17043844801","IL","17043844801","=""17043844801""","N/A"
"17043844802","IL","17043844802","=""17043844802""","N/A"
"17043844901","IL","17043844901","=""17043844901""","N/A"
"17043844902","IL","17043844902","=""17043844902""","N/A"
"17043845000","IL","17043845000","=""17043845000""","N/A"
"17043845100","IL","17043845100","=""17043845100""","N/A"
"17043845200","IL","17043845200","=""17043845200""","N/A"
"17043845300","IL","17043845300","=""17043845300""","N/A"
"17043845401","IL","17043845401","=""17043845401""","N/A"
"17043845402","IL","17043845402","=""17043845402""","N/A"
"17043845502","IL","17043845502","=""17043845502""","N/A"
"17043845505","IL","17043845505","=""17043845505""","N/A"
"17043845506","IL","17043845506","=""17043845506""","N/A"
"17043845507","IL","17043845507","=""17043845507""","N/A"
"17043845508","IL","17043845508","=""17043845508""","N/A"
"17043845509","IL","17043845509","=""17043845509""","N/A"
"17043845510","IL","17043845510","=""17043845510""","N/A"
"17043845601","IL","17043845601","=""17043845601""","N/A"
"17043845602","IL","17043845602","=""17043845602""","N/A"
"17043845701","IL","17043845701","=""17043845701""","N/A"
"17043845702","IL","17043845702","=""17043845702""","N/A"
"17043845703","IL","17043845703","=""17043845703""","N/A"
"17043845704","IL","17043845704","=""17043845704""","N/A"
"17043845802","IL","17043845802","=""17043845802""","N/A"
"17043845803","IL","17043845803","=""17043845803""","N/A"
"17043845805","IL","17043845805","=""17043845805""","N/A"
"17043845807","IL","17043845807","=""17043845807""","N/A"
"17043845808","IL","17043845808","=""17043845808""","N/A"
"17043845809","IL","17043845809","=""17043845809""","N/A"
"17043845810","IL","17043845810","=""17043845810""","N/A"
"17043845811","IL","17043845811","=""17043845811""","N/A"
"17043845901","IL","17043845901","=""17043845901""","N/A"
"17043845902","IL","17043845902","=""17043845902""","N/A"
"17043846002","IL","17043846002","=""17043846002""","N/A"
"17043846003","IL","17043846003","=""17043846003""","N/A"
"17043846004","IL","17043846004","=""17043846004""","N/A"
"17043846102","IL","17043846102","=""17043846102""","N/A"
"17043846103","IL","17043846103","=""17043846103""","N/A"
"17043846104","IL","17043846104","=""17043846104""","N/A"
"17043846105","IL","17043846105","=""17043846105""","2018 Opportunity Area"
"17043846106","IL","17043846106","=""17043846106""","2018 Opportunity Area"
"17043846201","IL","17043846201","=""17043846201""","Not an Opportunity Area"
"17043846202","IL","17043846202","=""17043846202""","N/A"
"17043846203","IL","17043846203","=""17043846203""","2015 Opportunity Area"
"17043846205","IL","17043846205","=""17043846205""","2017 Opportunity Area"
"17043846206","IL","17043846206","=""17043846206""","2016 Opportunity Area"
"17043846207","IL","17043846207","=""17043846207""","Not an Opportunity Area"
"17043846208","IL","17043846208","=""17043846208""","Not an Opportunity Area"
"17043846209","IL","17043846209","=""17043846209""","2017 Opportunity Area"
"17043846304","IL","17043846304","=""17043846304""","Not an Opportunity Area"
"17043846305","IL","17043846305","=""17043846305""","N/A"
"17043846307","IL","17043846307","=""17043846307""","N/A"
"17043846308","IL","17043846308","=""17043846308""","N/A"
"17043846310","IL","17043846310","=""17043846310""","N/A"
"17043846311","IL","17043846311","=""17043846311""","Not an Opportunity Area"
"17043846312","IL","17043846312","=""17043846312""","N/A"
"17043846313","IL","17043846313","=""17043846313""","N/A"
"17043846314","IL","17043846314","=""17043846314""","N/A"
"17043846315","IL","17043846315","=""17043846315""","N/A"
"17043846404","IL","17043846404","=""17043846404""","2017 Opportunity Area"
"17043846405","IL","17043846405","=""17043846405""","2018 Opportunity Area"
"17043846408","IL","17043846408","=""17043846408""","Not an Opportunity Area"
"17043846409","IL","17043846409","=""17043846409""","2015 Opportunity Area"
"17043846410","IL","17043846410","=""17043846410""","Not an Opportunity Area"
"17043846411","IL","17043846411","=""17043846411""","2015 Opportunity Area"
"17043846412","IL","17043846412","=""17043846412""","2015 Opportunity Area"
"17043846413","IL","17043846413","=""17043846413""","2016 Opportunity Area"
"17043846504","IL","17043846504","=""17043846504""","Not an Opportunity Area"
"17043846507","IL","17043846507","=""17043846507""","2015 Opportunity Area"
"17043846509","IL","17043846509","=""17043846509""","2016 Opportunity Area"
"17043846510","IL","17043846510","=""17043846510""","2017 Opportunity Area"
"17043846511","IL","17043846511","=""17043846511""","Not an Opportunity Area"
"17043846513","IL","17043846513","=""17043846513""","Not an Opportunity Area"
"17043846514","IL","17043846514","=""17043846514""","Not an Opportunity Area"
"17043846515","IL","17043846515","=""17043846515""","2017 Opportunity Area"
"17043846517","IL","17043846517","=""17043846517""","2015 Opportunity Area"
"17043846518","IL","17043846518","=""17043846518""","Not an Opportunity Area"
"17043846519","IL","17043846519","=""17043846519""","2015 Opportunity Area"
"17043846521","IL","17043846521","=""17043846521""","Not an Opportunity Area"
"17043846522","IL","17043846522","=""17043846522""","2015 Opportunity Area"
"17043846523","IL","17043846523","=""17043846523""","Not an Opportunity Area"
"17043846524","IL","17043846524","=""17043846524""","Not an Opportunity Area"
"17043846603","IL","17043846603","=""17043846603""","N/A"
"17043846604","IL","17043846604","=""17043846604""","N/A"
"17043846701","IL","17043846701","=""17043846701""","N/A"
"17043846702","IL","17043846702","=""17043846702""","N/A"
"17045070100","IL","17045070100","=""17045070100""","N/A"
"17045070200","IL","17045070200","=""17045070200""","N/A"
"17045070300","IL","17045070300","=""17045070300""","N/A"
"17045070400","IL","17045070400","=""17045070400""","N/A"
"17045070500","IL","17045070500","=""17045070500""","N/A"
"17047956900","IL","17047956900","=""17047956900""","N/A"
"17047957000","IL","17047957000","=""17047957000""","N/A"
"17047957100","IL","17047957100","=""17047957100""","N/A"
"17049950100","IL","17049950100","=""17049950100""","N/A"
"17049950200","IL","17049950200","=""17049950200""","N/A"
"17049950300","IL","17049950300","=""17049950300""","N/A"
"17049950400","IL","17049950400","=""17049950400""","N/A"
"17049950500","IL","17049950500","=""17049950500""","N/A"
"17049950600","IL","17049950600","=""17049950600""","N/A"
"17049950700","IL","17049950700","=""17049950700""","N/A"
"17049950800","IL","17049950800","=""17049950800""","N/A"
"17051950500","IL","17051950500","=""17051950500""","N/A"
"17051950600","IL","17051950600","=""17051950600""","N/A"
"17051950700","IL","17051950700","=""17051950700""","N/A"
"17051950800","IL","17051950800","=""17051950800""","N/A"
"17051950900","IL","17051950900","=""17051950900""","N/A"
"17051951000","IL","17051951000","=""17051951000""","N/A"
"17051951100","IL","17051951100","=""17051951100""","N/A"
"17053961600","IL","17053961600","=""17053961600""","N/A"
"17053961700","IL","17053961700","=""17053961700""","N/A"
"17053961800","IL","17053961800","=""17053961800""","N/A"
"17053961900","IL","17053961900","=""17053961900""","N/A"
"17053962000","IL","17053962000","=""17053962000""","N/A"
"17055040100","IL","17055040100","=""17055040100""","N/A"
"17055040200","IL","17055040200","=""17055040200""","N/A"
"17055040300","IL","17055040300","=""17055040300""","N/A"
"17055040400","IL","17055040400","=""17055040400""","N/A"
"17055040500","IL","17055040500","=""17055040500""","N/A"
"17055040600","IL","17055040600","=""17055040600""","N/A"
"17055040700","IL","17055040700","=""17055040700""","N/A"
"17055040800","IL","17055040800","=""17055040800""","N/A"
"17055040900","IL","17055040900","=""17055040900""","N/A"
"17055041000","IL","17055041000","=""17055041000""","N/A"
"17055041100","IL","17055041100","=""17055041100""","N/A"
"17055041200","IL","17055041200","=""17055041200""","N/A"
"17057952800","IL","17057952800","=""17057952800""","N/A"
"17057952900","IL","17057952900","=""17057952900""","N/A"
"17057953000","IL","17057953000","=""17057953000""","N/A"
"17057953100","IL","17057953100","=""17057953100""","N/A"
"17057953200","IL","17057953200","=""17057953200""","N/A"
"17057953300","IL","17057953300","=""17057953300""","N/A"
"17057953400","IL","17057953400","=""17057953400""","N/A"
"17057953500","IL","17057953500","=""17057953500""","N/A"
"17057953600","IL","17057953600","=""17057953600""","N/A"
"17057953700","IL","17057953700","=""17057953700""","N/A"
"17057953800","IL","17057953800","=""17057953800""","N/A"
"17057953900","IL","17057953900","=""17057953900""","N/A"
"17059972700","IL","17059972700","=""17059972700""","N/A"
"17059972800","IL","17059972800","=""17059972800""","N/A"
"17061973600","IL","17061973600","=""17061973600""","N/A"
"17061973700","IL","17061973700","=""17061973700""","N/A"
"17061973800","IL","17061973800","=""17061973800""","N/A"
"17061973900","IL","17061973900","=""17061973900""","N/A"
"17061974000","IL","17061974000","=""17061974000""","N/A"
"17063000102","IL","17063000102","=""17063000102""","N/A"
"17063000103","IL","17063000103","=""17063000103""","N/A"
"17063000200","IL","17063000200","=""17063000200""","N/A"
"17063000300","IL","17063000300","=""17063000300""","N/A"
"17063000400","IL","17063000400","=""17063000400""","N/A"
"17063000500","IL","17063000500","=""17063000500""","N/A"
"17063000600","IL","17063000600","=""17063000600""","N/A"
"17063000700","IL","17063000700","=""17063000700""","N/A"
"17063000800","IL","17063000800","=""17063000800""","N/A"
"17063000900","IL","17063000900","=""17063000900""","N/A"
"17065973100","IL","17065973100","=""17065973100""","N/A"
"17065973200","IL","17065973200","=""17065973200""","N/A"
"17065973300","IL","17065973300","=""17065973300""","N/A"
"17067953700","IL","17067953700","=""17067953700""","N/A"
"17067953800","IL","17067953800","=""17067953800""","N/A"
"17067953900","IL","17067953900","=""17067953900""","N/A"
"17067954000","IL","17067954000","=""17067954000""","N/A"
"17067954100","IL","17067954100","=""17067954100""","N/A"
"17067954200","IL","17067954200","=""17067954200""","N/A"
"17067954300","IL","17067954300","=""17067954300""","N/A"
"17069970900","IL","17069970900","=""17069970900""","N/A"
"17069971000","IL","17069971000","=""17069971000""","N/A"
"17071973300","IL","17071973300","=""17071973300""","N/A"
"17071973400","IL","17071973400","=""17071973400""","N/A"
"17071973500","IL","17071973500","=""17071973500""","N/A"
"17073030100","IL","17073030100","=""17073030100""","N/A"
"17073030201","IL","17073030201","=""17073030201""","N/A"
"17073030202","IL","17073030202","=""17073030202""","N/A"
"17073030203","IL","17073030203","=""17073030203""","N/A"
"17073030300","IL","17073030300","=""17073030300""","N/A"
"17073030400","IL","17073030400","=""17073030400""","N/A"
"17073030500","IL","17073030500","=""17073030500""","N/A"
"17073030600","IL","17073030600","=""17073030600""","N/A"
"17073030800","IL","17073030800","=""17073030800""","N/A"
"17073030900","IL","17073030900","=""17073030900""","N/A"
"17073031000","IL","17073031000","=""17073031000""","N/A"
"17073031100","IL","17073031100","=""17073031100""","N/A"
"17073031200","IL","17073031200","=""17073031200""","N/A"
"17075950100","IL","17075950100","=""17075950100""","N/A"
"17075950200","IL","17075950200","=""17075950200""","N/A"
"17075950300","IL","17075950300","=""17075950300""","N/A"
"17075950400","IL","17075950400","=""17075950400""","N/A"
"17075950500","IL","17075950500","=""17075950500""","N/A"
"17075950600","IL","17075950600","=""17075950600""","N/A"
"17075950700","IL","17075950700","=""17075950700""","N/A"
"17075950800","IL","17075950800","=""17075950800""","N/A"
"17075950900","IL","17075950900","=""17075950900""","N/A"
"17077010100","IL","17077010100","=""17077010100""","N/A"
"17077010200","IL","17077010200","=""17077010200""","N/A"
"17077010300","IL","17077010300","=""17077010300""","N/A"
"17077010400","IL","17077010400","=""17077010400""","N/A"
"17077010600","IL","17077010600","=""17077010600""","N/A"
"17077010700","IL","17077010700","=""17077010700""","N/A"
"17077010800","IL","17077010800","=""17077010800""","N/A"
"17077010900","IL","17077010900","=""17077010900""","N/A"
"17077011000","IL","17077011000","=""17077011000""","N/A"
"17077011100","IL","17077011100","=""17077011100""","N/A"
"17077011200","IL","17077011200","=""17077011200""","N/A"
"17077011400","IL","17077011400","=""17077011400""","N/A"
"17077011600","IL","17077011600","=""17077011600""","N/A"
"17077011700","IL","17077011700","=""17077011700""","N/A"
"17079977300","IL","17079977300","=""17079977300""","N/A"
"17079977400","IL","17079977400","=""17079977400""","N/A"
"17079977500","IL","17079977500","=""17079977500""","N/A"
"17081050100","IL","17081050100","=""17081050100""","N/A"
"17081050200","IL","17081050200","=""17081050200""","N/A"
"17081050300","IL","17081050300","=""17081050300""","N/A"
"17081050400","IL","17081050400","=""17081050400""","N/A"
"17081050500","IL","17081050500","=""17081050500""","N/A"
"17081050600","IL","17081050600","=""17081050600""","N/A"
"17081050700","IL","17081050700","=""17081050700""","N/A"
"17081050800","IL","17081050800","=""17081050800""","N/A"
"17081050900","IL","17081050900","=""17081050900""","N/A"
"17081051000","IL","17081051000","=""17081051000""","N/A"
"17081051100","IL","17081051100","=""17081051100""","N/A"
"17083010100","IL","17083010100","=""17083010100""","N/A"
"17083010200","IL","17083010200","=""17083010200""","N/A"
"17083010300","IL","17083010300","=""17083010300""","N/A"
"17083010401","IL","17083010401","=""17083010401""","N/A"
"17083010402","IL","17083010402","=""17083010402""","N/A"
"17083010500","IL","17083010500","=""17083010500""","N/A"
"17085020100","IL","17085020100","=""17085020100""","N/A"
"17085020200","IL","17085020200","=""17085020200""","N/A"
"17085020300","IL","17085020300","=""17085020300""","N/A"
"17085020401","IL","17085020401","=""17085020401""","N/A"
"17085020402","IL","17085020402","=""17085020402""","N/A"
"17085020500","IL","17085020500","=""17085020500""","N/A"
"17087977600","IL","17087977600","=""17087977600""","N/A"
"17087977700","IL","17087977700","=""17087977700""","N/A"
"17087977800","IL","17087977800","=""17087977800""","N/A"
"17087980000","IL","17087980000","=""17087980000""","N/A"
"17089850101","IL","17089850101","=""17089850101""","N/A"
"17089850103","IL","17089850103","=""17089850103""","N/A"
"17089850105","IL","17089850105","=""17089850105""","N/A"
"17089850106","IL","17089850106","=""17089850106""","N/A"
"17089850201","IL","17089850201","=""17089850201""","N/A"
"17089850202","IL","17089850202","=""17089850202""","N/A"
"17089850301","IL","17089850301","=""17089850301""","N/A"
"17089850302","IL","17089850302","=""17089850302""","N/A"
"17089850400","IL","17089850400","=""17089850400""","N/A"
"17089850500","IL","17089850500","=""17089850500""","N/A"
"17089850600","IL","17089850600","=""17089850600""","N/A"
"17089850701","IL","17089850701","=""17089850701""","N/A"
"17089850702","IL","17089850702","=""17089850702""","N/A"
"17089850703","IL","17089850703","=""17089850703""","N/A"
"17089850800","IL","17089850800","=""17089850800""","2017 Opportunity Area"
"17089851000","IL","17089851000","=""17089851000""","Not an Opportunity Area"
"17089851101","IL","17089851101","=""17089851101""","2017 Opportunity Area"
"17089851102","IL","17089851102","=""17089851102""","Not an Opportunity Area"
"17089851301","IL","17089851301","=""17089851301""","Not an Opportunity Area"
"17089851302","IL","17089851302","=""17089851302""","Not an Opportunity Area"
"17089851400","IL","17089851400","=""17089851400""","Not an Opportunity Area"
"17089851500","IL","17089851500","=""17089851500""","Not an Opportunity Area"
"17089851600","IL","17089851600","=""17089851600""","Not an Opportunity Area"
"17089851801","IL","17089851801","=""17089851801""","N/A"
"17089851904","IL","17089851904","=""17089851904""","2017 Opportunity Area"
"17089851905","IL","17089851905","=""17089851905""","Not an Opportunity Area"
"17089851907","IL","17089851907","=""17089851907""","N/A"
"17089851908","IL","17089851908","=""17089851908""","Not an Opportunity Area"
"17089851909","IL","17089851909","=""17089851909""","2017 Opportunity Area"
"17089851910","IL","17089851910","=""17089851910""","Not an Opportunity Area"
"17089852001","IL","17089852001","=""17089852001""","N/A"
"17089852002","IL","17089852002","=""17089852002""","N/A"
"17089852003","IL","17089852003","=""17089852003""","N/A"
"17089852101","IL","17089852101","=""17089852101""","N/A"
"17089852102","IL","17089852102","=""17089852102""","N/A"
"17089852201","IL","17089852201","=""17089852201""","N/A"
"17089852202","IL","17089852202","=""17089852202""","N/A"
"17089852300","IL","17089852300","=""17089852300""","N/A"
"17089852401","IL","17089852401","=""17089852401""","N/A"
"17089852402","IL","17089852402","=""17089852402""","N/A"
"17089852403","IL","17089852403","=""17089852403""","N/A"
"17089852500","IL","17089852500","=""17089852500""","N/A"
"17089852601","IL","17089852601","=""17089852601""","N/A"
"17089852606","IL","17089852606","=""17089852606""","N/A"
"17089852700","IL","17089852700","=""17089852700""","N/A"
"17089852803","IL","17089852803","=""17089852803""","N/A"
"17089852805","IL","17089852805","=""17089852805""","N/A"
"17089852806","IL","17089852806","=""17089852806""","N/A"
"17089852807","IL","17089852807","=""17089852807""","N/A"
"17089852808","IL","17089852808","=""17089852808""","N/A"
"17089852903","IL","17089852903","=""17089852903""","Not an Opportunity Area"
"17089852904","IL","17089852904","=""17089852904""","Not an Opportunity Area"
"17089852905","IL","17089852905","=""17089852905""","Not an Opportunity Area"
"17089852906","IL","17089852906","=""17089852906""","Not an Opportunity Area"
"17089852907","IL","17089852907","=""17089852907""","Not an Opportunity Area"
"17089853001","IL","17089853001","=""17089853001""","N/A"
"17089853004","IL","17089853004","=""17089853004""","N/A"
"17089853005","IL","17089853005","=""17089853005""","Not an Opportunity Area"
"17089853006","IL","17089853006","=""17089853006""","Not an Opportunity Area"
"17089853007","IL","17089853007","=""17089853007""","Not an Opportunity Area"
"17089853008","IL","17089853008","=""17089853008""","Not an Opportunity Area"
"17089853100","IL","17089853100","=""17089853100""","Not an Opportunity Area"
"17089853200","IL","17089853200","=""17089853200""","Not an Opportunity Area"
"17089853300","IL","17089853300","=""17089853300""","Not an Opportunity Area"
"17089853400","IL","17089853400","=""17089853400""","Not an Opportunity Area"
"17089853500","IL","17089853500","=""17089853500""","Not an Opportunity Area"
"17089853600","IL","17089853600","=""17089853600""","Not an Opportunity Area"
"17089853900","IL","17089853900","=""17089853900""","Not an Opportunity Area"
"17089854001","IL","17089854001","=""17089854001""","2018 Opportunity Area"
"17089854002","IL","17089854002","=""17089854002""","Not an Opportunity Area"
"17089854100","IL","17089854100","=""17089854100""","Not an Opportunity Area"
"17089854200","IL","17089854200","=""17089854200""","Not an Opportunity Area"
"17089854301","IL","17089854301","=""17089854301""","Not an Opportunity Area"
"17089854302","IL","17089854302","=""17089854302""","Not an Opportunity Area"
"17089854400","IL","17089854400","=""17089854400""","Not an Opportunity Area"
"17089854501","IL","17089854501","=""17089854501""","N/A"
"17089854503","IL","17089854503","=""17089854503""","N/A"
"17089854504","IL","17089854504","=""17089854504""","N/A"
"17089854600","IL","17089854600","=""17089854600""","Not an Opportunity Area"
"17089854700","IL","17089854700","=""17089854700""","Not an Opportunity Area"
"17089854800","IL","17089854800","=""17089854800""","N/A"
"17089854900","IL","17089854900","=""17089854900""","Not an Opportunity Area"
"17091010100","IL","17091010100","=""17091010100""","N/A"
"17091010201","IL","17091010201","=""17091010201""","N/A"
"17091010202","IL","17091010202","=""17091010202""","N/A"
"17091010300","IL","17091010300","=""17091010300""","N/A"
"17091010400","IL","17091010400","=""17091010400""","N/A"
"17091010500","IL","17091010500","=""17091010500""","N/A"
"17091010601","IL","17091010601","=""17091010601""","N/A"
"17091010602","IL","17091010602","=""17091010602""","N/A"
"17091010701","IL","17091010701","=""17091010701""","N/A"
"17091010702","IL","17091010702","=""17091010702""","N/A"
"17091010800","IL","17091010800","=""17091010800""","N/A"
"17091010900","IL","17091010900","=""17091010900""","N/A"
"17091011000","IL","17091011000","=""17091011000""","N/A"
"17091011100","IL","17091011100","=""17091011100""","N/A"
"17091011200","IL","17091011200","=""17091011200""","N/A"
"17091011300","IL","17091011300","=""17091011300""","N/A"
"17091011400","IL","17091011400","=""17091011400""","N/A"
"17091011500","IL","17091011500","=""17091011500""","N/A"
"17091011600","IL","17091011600","=""17091011600""","N/A"
"17091011700","IL","17091011700","=""17091011700""","N/A"
"17091011800","IL","17091011800","=""17091011800""","N/A"
"17091011900","IL","17091011900","=""17091011900""","N/A"
"17091012000","IL","17091012000","=""17091012000""","N/A"
"17091012100","IL","17091012100","=""17091012100""","N/A"
"17091012200","IL","17091012200","=""17091012200""","N/A"
"17091012300","IL","17091012300","=""17091012300""","N/A"
"17091012400","IL","17091012400","=""17091012400""","N/A"
"17091012500","IL","17091012500","=""17091012500""","N/A"
"17091012600","IL","17091012600","=""17091012600""","N/A"
"17093890101","IL","17093890101","=""17093890101""","Not an Opportunity Area"
"17093890102","IL","17093890102","=""17093890102""","N/A"
"17093890201","IL","17093890201","=""17093890201""","N/A"
"17093890202","IL","17093890202","=""17093890202""","N/A"
"17093890301","IL","17093890301","=""17093890301""","N/A"
"17093890302","IL","17093890302","=""17093890302""","N/A"
"17093890400","IL","17093890400","=""17093890400""","N/A"
"17093890500","IL","17093890500","=""17093890500""","N/A"
"17093890600","IL","17093890600","=""17093890600""","N/A"
"17093890700","IL","17093890700","=""17093890700""","N/A"
"17095000100","IL","17095000100","=""17095000100""","N/A"
"17095000200","IL","17095000200","=""17095000200""","N/A"
"17095000300","IL","17095000300","=""17095000300""","N/A"
"17095000400","IL","17095000400","=""17095000400""","N/A"
"17095000500","IL","17095000500","=""17095000500""","N/A"
"17095000600","IL","17095000600","=""17095000600""","N/A"
"17095000700","IL","17095000700","=""17095000700""","N/A"
"17095000800","IL","17095000800","=""17095000800""","N/A"
"17095000900","IL","17095000900","=""17095000900""","N/A"
"17095001000","IL","17095001000","=""17095001000""","N/A"
"17095001100","IL","17095001100","=""17095001100""","N/A"
"17095001200","IL","17095001200","=""17095001200""","N/A"
